date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:44:20	34684/34684	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:17%20GMT	http://www.juniv.edu/hall/begum-sufia-kamal-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/begum-sufia-kamal-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:21	50557/50557	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:16%20GMT	http://www.juniv.edu/hall/bangamata-begum-fazilatunnessa-mujib-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/bangamata-begum-fazilatunnessa-mujib-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:25	51318/51318	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:20%20GMT	http://www.juniv.edu/teachers	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/teachers.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:26	34192/34192	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:22%20GMT	http://www.juniv.edu/facility/4156	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/facility/4156.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:26	34626/34626	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:22%20GMT	http://www.juniv.edu/facility/4157	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/facility/4157.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:29	39701/39701	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:26%20GMT	http://www.juniv.edu/gallery	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/gallery.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:30	35069/35069	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:26%20GMT	http://www.juniv.edu/facility/3188	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/facility/3188.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:31	34413/34413	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:28%20GMT	http://www.juniv.edu/facility/134	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/facility/134.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:36	35336/35336	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:33%20GMT	http://www.juniv.edu/program/3044	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/program/3044.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:37	40806/40806	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:33%20GMT	http://www.juniv.edu/program/4549	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/program/4549.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:37	33644/33644	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:31%20GMT	http://www.juniv.edu/program/3042	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/program/3042.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:37	688518/688518	---M--	200	added ('OK')	application/javascript	date:Mon,%2012%20Feb%202018%2000:19:16%20GMT	http://www.juniv.edu/client-v2/ui-libs/fontawesome/js/fontawesome-all.js	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/client-v2/ui-libs/fontawesome/js/fontawesome-all.js	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:40	48464/48464	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:38%20GMT	http://www.juniv.edu/journal	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/journal.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:42	40448/40448	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:38%20GMT	http://www.juniv.edu/certificate	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/certificate.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:43	35518/35518	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:39%20GMT	http://www.juniv.edu/custom/slug/registered-graduate	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/custom/slug/registered-graduate.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:44	37161/37161	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:41%20GMT	http://www.juniv.edu/teachers/hanif_ju03	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/teachers/hanif_ju03.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:46	42585/42585	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:42%20GMT	http://www.juniv.edu/teachers/cedas	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/teachers/cedas.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:47	37178/37178	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:44%20GMT	http://www.juniv.edu/teachers/akram	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/teachers/akram.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:50	37517/37517	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:46%20GMT	http://www.juniv.edu/teachers/alamin	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/teachers/alamin.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:53	37213/37213	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:47%20GMT	http://www.juniv.edu/teachers/rmzahid	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/teachers/rmzahid.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:59	37324/37324	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:53%20GMT	http://www.juniv.edu/teachers/mozammel	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/teachers/mozammel.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:45:01	37096/37096	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:54%20GMT	http://www.juniv.edu/teachers/litonrozario	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/teachers/litonrozario.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:45:02	2426/2426	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Nov%202017%2000:33:02%20GMT	http://www.juniv.edu/client/images/default-images/default-img-person.jpg	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/client/images/default-images/default-img-person.jpg	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:45:02	181002/181002	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:44%20GMT	http://www.juniv.edu/teachers/shorifuddin	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/teachers/shorifuddin.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:45:06	39120/39120	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:00%20GMT	http://www.juniv.edu/teachers/khokan	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/teachers/khokan.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:45:09	37109/37109	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:03%20GMT	http://www.juniv.edu/teachers/israt	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/teachers/israt.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:45:10	37210/37210	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:03%20GMT	http://www.juniv.edu/teachers/hkabir	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/teachers/hkabir.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:45:15	121205/121205	---M--	200	added ('OK')	text/css	date:Tue,%2021%20Nov%202017%2000:33:02%20GMT	http://www.juniv.edu/css/bootstrap.min.css	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/css/bootstrap.min.css	(from http://www.juniv.edu/login)
22:45:15	249696/249696	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:49%20GMT	http://www.juniv.edu/teachers/imdad	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/teachers/imdad.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:45:16	36060/36060	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:10%20GMT	http://www.juniv.edu/custom/slug/forms	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/custom/slug/forms.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:45:16	3706/3706	---M--	200	added ('OK')	text/css	date:Tue,%2021%20Nov%202017%2000:33:02%20GMT	http://www.juniv.edu/css/sb-admin.css	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/css/sb-admin.css	(from http://www.juniv.edu/login)
22:45:17	8515/8515	---M--	200	added ('OK')	text/css	date:Tue,%2021%20Nov%202017%2000:33:02%20GMT	http://www.juniv.edu/css/profile.css	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/css/profile.css	(from http://www.juniv.edu/login)
22:45:18	46277/46277	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:11%20GMT	http://www.juniv.edu/discussion?type=TENDER	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion2cbf.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:45:21	292/292	---M--	200	added ('OK')	text/css	date:Fri,%2001%20Jun%202018%2002:12:22%20GMT	http://www.juniv.edu/css/juniv-admin.css	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/css/juniv-admin.css	(from http://www.juniv.edu/login)
22:45:23	21987/21987	---M--	200	added ('OK')	text/css	date:Tue,%2021%20Nov%202017%2000:33:02%20GMT	http://www.juniv.edu/font-awesome/css/font-awesome.min.css	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/font-awesome/css/font-awesome.min.css	(from http://www.juniv.edu/login)
22:45:32	66182/66182	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:25%20GMT	http://www.juniv.edu/home	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/home.html	(from http://www.juniv.edu/login)
22:45:34	9464/9464	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Feb%202018%2000:19:16%20GMT	http://www.juniv.edu/client-v2/images/logo-v3.png	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/client-v2/images/logo-v3.png	(from http://www.juniv.edu/login)
22:45:35	968/968	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Nov%202017%2000:33:02%20GMT	http://www.juniv.edu/client/images/sign-in-photo.png	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/client/images/sign-in-photo.png	(from http://www.juniv.edu/login)
22:45:35	5579/5579	---M--	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:36%20GMT	http://www.juniv.edu/forgotPassword	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/forgotPassword.html	(from http://www.juniv.edu/login)
22:45:37	95788/95788	---M--	200	added ('OK')	application/javascript	date:Tue,%2021%20Nov%202017%2000:33:02%20GMT	http://www.juniv.edu/js/jquery.js	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/js/jquery.js	(from http://www.juniv.edu/login)
22:45:38	412499/412499	---MCZ	200	added ('OK')	application/javascript	etag:%220W6L1bUCYlPPFRhgQzW0x+5iVWt3z5ZeOQ/rbQJiPLo=%22	http://cloud.tinymce.com/stable/tinymce.min.js?apiKey=w3tjzv4s7j3diz0ckghix0nxfow89euytbah6tdf3c5zpmw0	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/cloud.tinymce.com/stable/tinymce.mine122.js	(from http://www.juniv.edu/login)
22:45:39	9555/9555	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Feb%202018%2000:19:16%20GMT	http://www.juniv.edu/client-v2/images/default-discussion-image-v2.png	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/client-v2/images/default-discussion-image-v2.png	(from http://www.juniv.edu/discussion?type=JOB_CIRCULAR)
22:45:39	36021/36021	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:37%20GMT	http://www.juniv.edu/discussion/6539?keyword=&type=JOB_CIRCULAR	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/65395ddd.html	(from http://www.juniv.edu/discussion?type=JOB_CIRCULAR)
22:45:43	36056/36056	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:39%20GMT	http://www.juniv.edu/discussion/6064?keyword=&type=JOB_CIRCULAR	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/60645ddd.html	(from http://www.juniv.edu/discussion?type=JOB_CIRCULAR)
22:45:45	36141/36141	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:41%20GMT	http://www.juniv.edu/discussion/5765?keyword=&type=JOB_CIRCULAR	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/57655ddd.html	(from http://www.juniv.edu/discussion?type=JOB_CIRCULAR)
22:45:45	36287/36287	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:41%20GMT	http://www.juniv.edu/discussion/6044?keyword=&type=JOB_CIRCULAR	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/60445ddd.html	(from http://www.juniv.edu/discussion?type=JOB_CIRCULAR)
22:45:47	36456/36456	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:44%20GMT	http://www.juniv.edu/discussion/5710?keyword=&type=JOB_CIRCULAR	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/57105ddd.html	(from http://www.juniv.edu/discussion?type=JOB_CIRCULAR)
22:45:51	36266/36266	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:47%20GMT	http://www.juniv.edu/discussion/5445?keyword=&type=JOB_CIRCULAR	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/54455ddd.html	(from http://www.juniv.edu/discussion?type=JOB_CIRCULAR)
22:45:51	36392/36392	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:48%20GMT	http://www.juniv.edu/discussion/5436?keyword=&type=JOB_CIRCULAR	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/54365ddd.html	(from http://www.juniv.edu/discussion?type=JOB_CIRCULAR)
22:45:52	36459/36459	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:48%20GMT	http://www.juniv.edu/discussion/5395?keyword=&type=JOB_CIRCULAR	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/53955ddd.html	(from http://www.juniv.edu/discussion?type=JOB_CIRCULAR)
22:45:53	36235/36235	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:53%20GMT	http://www.juniv.edu/discussion/4629?keyword=&type=JOB_CIRCULAR	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/46295ddd.html	(from http://www.juniv.edu/discussion?type=JOB_CIRCULAR)
22:45:56	12634/12634	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Feb%202018%2000:19:16%20GMT	http://www.juniv.edu/client-v2/images/ju_logo_original_v2.png	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/client-v2/images/ju_logo_original_v2.png	(from http://www.juniv.edu/custom/slug/contact-us)
22:45:57	36199/36199	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:53%20GMT	http://www.juniv.edu/discussion/4504?keyword=&type=JOB_CIRCULAR	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/45045ddd.html	(from http://www.juniv.edu/discussion?type=JOB_CIRCULAR)
22:45:58	34643/34643	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:54%20GMT	http://www.juniv.edu/custom/slug/about-ju	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/custom/slug/about-ju.html	(from http://www.juniv.edu/)
22:46:02	38267/38267	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:59%20GMT	http://www.juniv.edu/discussion/6804	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/6804.html	(from http://www.juniv.edu/)
22:46:02	38909/38909	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:59%20GMT	http://www.juniv.edu/discussion/6722	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/6722.html	(from http://www.juniv.edu/)
22:46:04	38930/38930	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:45:57%20GMT	http://www.juniv.edu/discussion/6807	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/6807.html	(from http://www.juniv.edu/)
22:46:07	38972/38972	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:03%20GMT	http://www.juniv.edu/discussion/6421	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/6421.html	(from http://www.juniv.edu/)
22:46:09	38364/38364	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:03%20GMT	http://www.juniv.edu/discussion/6528	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/6528.html	(from http://www.juniv.edu/)
22:46:09	51141/51141	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:05%20GMT	http://www.juniv.edu/discussion?type=NOTICE	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion6acf.html	(from http://www.juniv.edu/)
22:46:10	228077/228077	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.10.3/jquery-ui.min.js	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/ajax.googleapis.com/ajax/libs/jqueryui/1.10.3/jquery-ui.min.js	(from http://www.juniv.edu/login)
22:46:10	35930/35930	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:08%20GMT	http://www.juniv.edu/discussion/6460	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/6460.html	(from http://www.juniv.edu/)
22:46:14	35822/35822	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:11%20GMT	http://www.juniv.edu/discussion/4165	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/4165.html	(from http://www.juniv.edu/)
22:46:16	36544/36544	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:12%20GMT	http://www.juniv.edu/discussion/4162	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/4162.html	(from http://www.juniv.edu/)
22:46:18	40536/40536	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:14%20GMT	http://www.juniv.edu/discussion?type=NEWS	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion76ba.html	(from http://www.juniv.edu/)
22:46:19	39514/39514	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:14%20GMT	http://www.juniv.edu/discussion/5485	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/5485.html	(from http://www.juniv.edu/)
22:46:19	35029/35029	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:15%20GMT	http://www.juniv.edu/discussion/4640	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/4640.html	(from http://www.juniv.edu/)
22:46:20	34776/34776	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:17%20GMT	http://www.juniv.edu/discussion/4239	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/4239.html	(from http://www.juniv.edu/)
22:46:22	36522/36522	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:20%20GMT	http://www.juniv.edu/discussion/6734	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/6734.html	(from http://www.juniv.edu/)
22:46:25	36474/36474	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:21%20GMT	http://www.juniv.edu/discussion/6731	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/6731.html	(from http://www.juniv.edu/)
22:46:26	36500/36500	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:21%20GMT	http://www.juniv.edu/discussion/6710	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/6710.html	(from http://www.juniv.edu/)
22:46:26	36438/36438	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:22%20GMT	http://www.juniv.edu/discussion/6708	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/6708.html	(from http://www.juniv.edu/)
22:46:27	36447/36447	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:24%20GMT	http://www.juniv.edu/discussion/6706	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/6706.html	(from http://www.juniv.edu/)
22:46:28	37427/37427	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:27%20GMT	http://www.juniv.edu/discussion/6877	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/6877.html	(from http://www.juniv.edu/)
22:46:30	37053/37053	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:29%20GMT	http://www.juniv.edu/discussion/6874	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/6874.html	(from http://www.juniv.edu/)
22:46:34	36768/36768	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:46:32%20GMT	http://www.juniv.edu/discussion/6849	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion/6849.html	(from http://www.juniv.edu/)
